0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
Prijs,€ 850.000,Adres,"Binnenstraat 33, 9300 Aalst",Type,Gemengd gebruik (Huis),Woonopp.,330 m²,Grondopp.,310 m²,Slaapkamers,5,Badkamers,1,Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,90 kWh/m²,Renovatieplicht,Niet van toepassing,https://www.zimmo.be/nl/aalst-9300/te-koop/huis/KIECW,Days: 65,,,,,,,,,,,,
Prijs,€ 195.000,Adres,"Kwalestraat 61a, 9320 Nieuwerkerken",Type,Appartement,Woonopp.,100 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bouwjaar,1993,EPC,180 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 959,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/nieuwerkerken-9320/te-koop/appartement/KIECV,Days: 49,,,,,,,,,,
Prijs,€ 375.000,Adres,"Eikstraat 85 / a, 9300 Aalst",Type,Appartement,Woonopp.,170 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bouwjaar,2020,EPC,56 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 500,https://www.zimmo.be/nl/aalst-9300/te-koop/appartement/KIE1H,Days: 110,,,,,,,,,,,,
Prijs,€ 599.000,Adres,"Posthoornstraat 94, 9300 Aalst",Type,Woning (Huis),Woonopp.,op aanvraag »,Grondopp.,301 m²,Slaapkamers,5,Badkamers,2,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,108 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.794,https://www.zimmo.be/nl/aalst-9300/te-koop/huis/KIE0A,Days: 184,,,,,,,,,,
Prijs,€ 385.000,Adres,"Fazantenlaan 2A, 9320 Erembodegem",Type,Bungalow (Huis),Woonopp.,136 m²,Grondopp.,923 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bebouwing,open,Bouwjaar,1990,EPC,351 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.177,https://www.zimmo.be/nl/erembodegem-9320/te-koop/huis/KIDZ8,Days: 143,,,,,,,,
Prijs,€ 385.000,Adres,"Fazantenlaan 2A, 9300 Aalst",Type,Bungalow (Huis),Woonopp.,136 m²,Grondopp.,923 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bebouwing,open,Bouwjaar,1990,EPC,351 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.177,https://www.zimmo.be/nl/aalst-9300/te-koop/huis/KIDZJ,Days: 75,,,,,,,,
Prijs,€ 155.000,Adres,"Pontstraat 60, 9300 Aalst",Type,Handelspand (Bedrijfsvastgoed),Woonopp.,100 m²,Grondopp.,117 m²,Handelsopp.,op aanvraag »,Bebouwing,gesloten,Bouwjaar,1930,EPC,In aanvraag,Renovatieplicht,Van toepassing,KI,€ 1.853,Vrij op,bij akte na betaling,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/aalst-9300/te-koop/bedrijfsvastgoed/KIDX1,Days: 39,,,,,,,,
Prijs,€ 539.000,Adres,"Hoezekouterdreef 6, 9300 Aalst",Type,Villa (Huis),Woonopp.,320 m²,Grondopp.,880 m²,Slaapkamers,5,Badkamers,2,Garages,2,Tuin,ZO,Bebouwing,open,Bouwjaar,1971,EPC,583 kWh/m²,Renovatieplicht,Van toepassing,KI,€ 1.913,Vrij op,bij akte na betaling,Video,Klik hier,https://www.zimmo.be/nl/aalst-9300/te-koop/huis/KIDWA,Days: 113,,
Prijs,€ 899.000,Adres,"Dirk Martensstraat 27, 9300 Aalst",Type,Herenhuis (Huis),Woonopp.,360 m²,Grondopp.,310 m²,Slaapkamers,5,Badkamers,2,Tuin,NO,Bebouwing,gesloten,Bouwjaar,1930,EPC,127 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 1.412,Vrij op,bij akte na betaling,Video,Klik hier,https://www.zimmo.be/nl/aalst-9300/te-koop/huis/KIDT9,Days: 167,,,,
Prijs,€ 277.500,Adres,"Leo de Béthunelaan 33, 9300 Aalst",Type,Appartement,Woonopp.,130 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,196 kWh/m²,Renovatieplicht,Niet van toepassing,KI,€ 741,https://www.zimmo.be/nl/aalst-9300/te-koop/appartement/KIDJ8,Days: 213,,,,,,,,,,,,,,
