Code,Prijs,Adres,Stad,Type,Bouwjaar,EPC,Woonopp,Slaapkamers,Badkamers,Grondopp,Bebouwing,Garages,Tuin,Dagen,Link,Handelsopp,First,Last,Scraped
KF7L0,260000, Straatnietgekend ,, Appartement ,2016,105 k Wh / m Â²,55,1,1,490, gesloten ,2, W ,20.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KF7L0, opaanvraag Â»,2023-09-19,,2023-10-09
KF7JC,240000, Straatnietgekend ,, Staanplaats ( Garage ), opaanvraag Â», Inaanvraag ,55,1,1,490, opaanvraag Â»,2, W ,6.0,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KF7JC, opaanvraag Â»,2023-10-03,,2023-10-09
K2I22,28000, Boulevardde Waterloo 77,1000 Brussel , Staanplaats ( Garage ),2017, Inaanvraag ,55,1,1,490, opaanvraag Â»,2, W ,4.0,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/K2I22, opaanvraag Â»,2023-10-05,,2023-10-09
KF6UY,1290000, De Wittede Haelenstraat 38,1000 Brussel , Woning ( Huis ),1947,256 k Wh / m Â²,700,4,4,339, opaanvraag Â»,1, Z ,17.0,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KF6UY, opaanvraag Â»,2023-09-22,,2023-10-09
KF6ON,139000, Sint - Laurensstraat 2/35,1000 Brussel , Studio ( Appartement ),2000,236 k Wh / m Â²,20, opaanvraag Â»,1,339, opaanvraag Â»,1, Z ,43.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KF6ON, opaanvraag Â»,2023-08-27,,2023-10-09
KF6EW,589000, Straatnietgekend ,, Woning ( Huis ), opaanvraag Â»,520 k Wh / m Â²,195,4,4,, gesloten ,1, Z ,23.0,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KF6EW, opaanvraag Â»,2023-09-16,,2023-10-09
KF62I,650000, Rue Haute 209,1000 Brussel , Gemengdgebruik ( Huis ),1924,640 k Wh / m Â²,206,3,3,, gesloten ,1, Z ,11.0,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KF62I, opaanvraag Â»,2023-09-28,,2023-10-09
KF64J,2900000, Straatnietgekend ,, Woning ( Huis ),1927, Inaanvraag ,1152,10,7,540, gesloten ,1, Z ,22.0,https://www.zimmo.be/nl/elsene-1050/te-koop/huis/KF64J, opaanvraag Â»,2023-09-17,,2023-10-09
KF63M,575000, Straatnietgekend ,, Loft ( Appartement ),1900, Inaanvraag ,190,3,2,540, gesloten ,1, Z ,15.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KF63M, opaanvraag Â»,2023-09-24,,2023-10-09
KF4US,365000, Straatnietgekend ,, Penthouse ( Appartement ),1800,213 k Wh / m Â²,140,3,1,540, gesloten ,1, Z ,26.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KF4US, opaanvraag Â»,2023-09-13,,2023-10-09
KF4UL,685000, Hooikaai 45-47,1000 Brussel , Appartement ,2011,92 k Wh / m Â²,161,3,1,540, gesloten ,1, Z ,18.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KF4UL, opaanvraag Â»,2023-09-21,,2023-10-09
KF4OR,450000, Rue De Pascale 20,1040 Brussel , Commercieel Gebouw ( Bedrijfsvastgoed ),1902, Inaanvraag ,180,3,1,221, gesloten ,1, Z ,3.0,https://www.zimmo.be/nl/brussel-1040/te-koop/bedrijfsvastgoed/KF4OR, opaanvraag Â»,2023-10-06,,2023-10-09
KF4J6,410000, Fabrieksstraat 69,1000 Brussel , Woning ( Huis ),2017,100 k Wh / m Â²,100,2,2,109, gesloten ,1, Z ,38.0,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KF4J6, opaanvraag Â»,2023-09-01,,2023-10-09
KF46N,4900000, Straatnietgekend ,, Woning ( Huis ),1950,202 k Wh / m Â²,600,6,5,685, halfopen ,1, Z ,18.0,https://www.zimmo.be/nl/elsene-1050/te-koop/huis/KF46N, opaanvraag Â»,2023-09-21,,2023-10-09
KF464,865000, Straatnietgekend ,, Appartement ,1965,174 k Wh / m Â²,200,2,2,685, halfopen ,1, Z ,9.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KF464, opaanvraag Â»,2023-09-30,,2023-10-09
KF45K,3950000, Straatnietgekend ,, Herenwoning ( Huis ),1920,156 k Wh / m Â²,530,5,5,213, gesloten ,2, Z ,15.0,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KF45K, opaanvraag Â»,2023-09-24,,2023-10-09
KF3NN,259000, La Ã« nneclaan 15,1020 Laken , Appartement ,1960,321 k Wh / m Â²,85,2,5,213, gesloten ,2, Z ,22.0,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KF3NN, opaanvraag Â»,2023-09-17,,2023-10-09
KF3NM,259000, La Ã« nneclaan 15,1020 Laken , Appartement ,1958,327 k Wh / m Â²,85,2,1,213, gesloten ,2, Z ,24.0,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KF3NM, opaanvraag Â»,2023-09-15,,2023-10-09
KF2YT,3995000, Straatnietgekend ,, Kantoormetwoning ( Bedrijfsvastgoed ),1911,633 k Wh / m Â²,1767,2,1,398, gesloten ,2, Z ,12.0,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KF2YT, opaanvraag Â»,2023-09-27,,2023-10-09
KF2VV,3200000, Straatnietgekend ,, Gemengdgebruik ( Huis ),1900, Inaanvraag ,1425,1,3,500, gesloten ,2, Z ,12.0,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KF2VV, opaanvraag Â»,2023-09-27,,2023-10-09
KF2GT,409000, Straatnietgekend ,, Eengezinswoning ( Huis ), opaanvraag Â»,462 k Wh / m Â²,198,3,2,, gesloten ,1, Z ,54.0,https://www.zimmo.be/nl/laken-1020/te-koop/huis/KF2GT, opaanvraag Â»,2023-08-16,,2023-10-09
KEYMV,695000, Stefaniaplein 4/3 E ,1050 Elsene , Appartement ,1930,213 k Wh / m Â²,200,3,2,, gesloten ,1, Z ,19.0,https://www.zimmo.be/nl/elsene-1050/te-koop/appartement/KEYMV, opaanvraag Â»,2023-09-20,,2023-10-09
KEYI3,259500, Straatnietgekend ,, Appartement , opaanvraag Â»,119 k Wh / m Â²,50,1,1,, gesloten ,1, Z ,12.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYI3, opaanvraag Â»,2023-09-27,,2023-10-09
KEYDU,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,30,1,1,, gesloten ,1, Z ,11.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDU, opaanvraag Â»,2023-09-28,,2023-10-09
KEYDT,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,31,1,1,, gesloten ,1, Z ,4.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDT, opaanvraag Â»,2023-10-05,,2023-10-09
KEYDQ,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,31,1,1,, gesloten ,1, Z ,5.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDQ, opaanvraag Â»,2023-10-04,,2023-10-09
KEYDN,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,31,1,1,, gesloten ,1, Z ,4.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDN, opaanvraag Â»,2023-10-05,,2023-10-09
KEYDL,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,25,1,1,, gesloten ,1, Z ,3.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDL, opaanvraag Â»,2023-10-06,,2023-10-09
KEYDK,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,26,1,1,, gesloten ,1, Z ,5.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDK, opaanvraag Â»,2023-10-04,,2023-10-09
KEYDD,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,31,1,1,, gesloten ,1, Z ,2.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDD, opaanvraag Â»,2023-10-07,,2023-10-09
KEYDF,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,26,1,1,, gesloten ,1, Z ,3.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDF, opaanvraag Â»,2023-10-06,,2023-10-09
KEYDG,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,31,1,1,, gesloten ,1, Z ,3.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDG, opaanvraag Â»,2023-10-06,,2023-10-09
KEYDE,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,26,1,1,, gesloten ,1, Z ,3.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDE, opaanvraag Â»,2023-10-06,,2023-10-09
KEYDC,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,25,1,1,, gesloten ,1, Z ,3.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDC, opaanvraag Â»,2023-10-06,,2023-10-09
KEYDB,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,31,1,1,, gesloten ,1, Z ,5.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDB, opaanvraag Â»,2023-10-04,,2023-10-09
KEYDA,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,26,1,1,, gesloten ,1, Z ,3.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYDA, opaanvraag Â»,2023-10-06,,2023-10-09
KEYD9,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,25,1,1,, gesloten ,1, Z ,5.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYD9, opaanvraag Â»,2023-10-04,,2023-10-09
KEYD8,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,26,1,1,, gesloten ,1, Z ,3.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYD8, opaanvraag Â»,2023-10-06,,2023-10-09
KEYD6,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,26,1,1,, gesloten ,1, Z ,3.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYD6, opaanvraag Â»,2023-10-06,,2023-10-09
KEYD4,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,31,1,1,, gesloten ,1, Z ,4.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYD4, opaanvraag Â»,2023-10-05,,2023-10-09
KEYD7,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,31,1,1,, gesloten ,1, Z ,3.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYD7, opaanvraag Â»,2023-10-06,,2023-10-09
KEYD5,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,24,1,1,, gesloten ,1, Z ,3.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYD5, opaanvraag Â»,2023-10-06,,2023-10-09
KEYD3,, Straatnietgekend ,, Studiometslaaphoek ( Appartement ),2023, Inaanvraag ,23,1,1,, gesloten ,1, Z ,3.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEYD3, opaanvraag Â»,2023-10-06,,2023-10-09
KEWYU,29990, Akenkaai 44,1000 Brussel , Keldergarage ( Garage ),2020, Inaanvraag ,23,1,1,, opaanvraag Â»,1, Z ,4.0,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KEWYU, opaanvraag Â»,2023-10-05,,2023-10-09
KEWUW,22000, Rue Stevin 8,1000 Brussel , Staanplaats ( Garage ), opaanvraag Â», Inaanvraag ,23,1,1,, opaanvraag Â»,1, Z ,6.0,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KEWUW, opaanvraag Â»,2023-10-03,,2023-10-09
KEW0B,, Straatnietgekend ,, Herenwoning ( Huis ),1933,184 k Wh / m Â²,800,4,5,395, gesloten ,1, Z ,127.0,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KEW0B, opaanvraag Â»,2023-06-04,,2023-10-09
KEVLG,30000, Emile Jacqmainlaan 137,1000 Brussel , Garage , opaanvraag Â», Inaanvraag ,800,4,5,395, opaanvraag Â»,1, Z ,7.0,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KEVLG, opaanvraag Â»,2023-10-02,,2023-10-09
KEUXB,695000, Straatnietgekend ,, Appartementsgebouw ( Bedrijfsvastgoed ),1890, Inaanvraag ,310,4,2,148, gesloten ,1, Z ,4.0,https://www.zimmo.be/nl/laken-1020/te-koop/bedrijfsvastgoed/KEUXB,145 m Â²,2023-10-05,,2023-10-09
KETRT,28000, Straatnietgekend ,, Keldergarage ( Garage ),2013, Inaanvraag ,310,4,2,148, opaanvraag Â»,1, Z ,4.0,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KETRT,145 m Â²,2023-10-05,,2023-10-09
KEU28,700000, Straatnietgekend ,, Kantoorruimte ( Bedrijfsvastgoed ),1960, Inaanvraag ,275,4,2,300, halfopen ,1, Z ,3.0,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KEU28, opaanvraag Â»,2023-10-06,,2023-10-09
KETRM,850000, Straatnietgekend ,, Kantoorruimte ( Bedrijfsvastgoed ),2021,91 k Wh / m Â²,,4,2,200, halfopen ,1, Z ,4.0,https://www.zimmo.be/nl/ukkel-1180/te-koop/bedrijfsvastgoed/KETRM,100 m Â²,2023-10-05,,2023-10-09
KETRK,685000, Straatnietgekend ,, Appartement , opaanvraag Â»,92 k Wh / m Â²,160,3,2,200, halfopen ,1, Z ,14.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KETRK,100 m Â²,2023-09-25,,2023-10-09
KETT0,850000, Straatnietgekend ,, Commercieel Gebouw ( Bedrijfsvastgoed ),2021,91 k Wh / m Â²,,3,2,200, halfopen ,1, Z ,3.0,https://www.zimmo.be/nl/ukkel-1180/te-koop/bedrijfsvastgoed/KETT0,100 m Â²,2023-10-06,,2023-10-09
KETT2,700000, Straatnietgekend ,, Appartement ,1960, Inaanvraag ,275,4,2,200, halfopen ,1, Z ,9.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KETT2,100 m Â²,2023-09-30,,2023-10-09
KESFS,675000, Maria - Theresiastraat 46,1000 Brussel , Triplex ( Appartement ),1900,116 k Wh / m Â²,175,3,2,200, halfopen ,1, Z ,15.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KESFS,100 m Â²,2023-09-24,,2023-10-09
KESGB,379000, Straatnietgekend ,, Appartement ,1960,1173 k Wh / m Â²,95,2,1,200, halfopen ,1, Z ,8.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KESGB,100 m Â²,2023-10-01,,2023-10-09
KESGD,1690000, Straatnietgekend ,, Woning ( Huis ), opaanvraag Â», Inaanvraag ,400,3,3,85, gesloten ,1, Z ,12.0,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KESGD,100 m Â²,2023-09-27,,2023-10-09
KESG3,339000, Rue Anglaise 13,1000 Brussel , Woning ( Huis ), opaanvraag Â»,251 k Wh / m Â²,100,2,1,128, gesloten ,1, Z ,68.0,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KESG3,100 m Â²,2023-08-02,,2023-10-09
KESKD,445000, Aarlenstraat 51,1000 Brussel , Appartement , opaanvraag Â»,265 k Wh / m Â²,125,3,1,128, gesloten ,1, Z ,16.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KESKD,100 m Â²,2023-09-23,,2023-10-09
KESJW,25000, Square Marguerite 1,1000 Brussel , Keldergarage ( Garage ), opaanvraag Â», Inaanvraag ,125,3,1,128, opaanvraag Â»,1, Z ,6.0,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KESJW,100 m Â²,2023-10-03,,2023-10-09
KERV2,695000, Straatnietgekend ,, Kantoorgebouw ( Bedrijfsvastgoed ),1890, Inaanvraag ,310,3,2,148, gesloten ,1, Z ,3.0,https://www.zimmo.be/nl/laken-1020/te-koop/bedrijfsvastgoed/KERV2,145 m Â²,2023-10-06,,2023-10-09
K5ZWM,1500000, Straatnietgekend ,, Appartement , opaanvraag Â»,214 k Wh / m Â²,285,3,2,148, gesloten ,2, Z ,12.0,https://www.zimmo.be/nl/elsene-1050/te-koop/appartement/K5ZWM,145 m Â²,2023-09-27,,2023-10-09
KENUB,975000, Helihavenlaan 1,1000 Brussel , Kantoor ( Bedrijfsvastgoed ),2019, Inaanvraag ,,3,2,, opaanvraag Â»,2, Z ,5.0,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KENUB,522 m Â²,2023-10-04,,2023-10-09
KENRE,480000, Straatnietgekend ,, Appartement ,1890,336 k Wh / m Â²,120,2,2,, opaanvraag Â»,2, Z ,19.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KENRE,522 m Â²,2023-09-20,,2023-10-09
KEMXY,795000, Avenue De La Renaissance - Renaissancelaan 21,1000 Brussel , Appartement ,1970,193 k Wh / m Â²,202,3,2,, opaanvraag Â»,2, Z ,11.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEMXY,522 m Â²,2023-09-28,,2023-10-09
KEMLC,399000, Straatnietgekend ,, Appartement ,1900, Inaanvraag ,75,1,1,, opaanvraag Â»,2, Z ,19.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEMLC,522 m Â²,2023-09-20,,2023-10-09
KEML0,475000, Straatnietgekend ,, Appartement ,2003,116 k Wh / m Â²,96,2,1,, opaanvraag Â»,2, Z ,7.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEML0,522 m Â²,2023-10-02,,2023-10-09
KELHQ,1299000, Straatnietgekend ,, Woning ( Huis ), opaanvraag Â», Inaanvraag ,526,5,3,105, gesloten ,2, Z ,10.0,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KELHQ,522 m Â²,2023-09-29,,2023-10-09
KEK9W,2990000, Dieleghemdreef 79,1000 Brussel , Villa ( Huis ),1937,491 k Wh / m Â²,500,5,4,12387, opaanvraag Â»,2, Z ,46.0,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KEK9W,522 m Â²,2023-08-24,,2023-10-09
KELHP,350000, Straatnietgekend ,, Appartement ,2019,82 k Wh / m Â²,90,2,4,12387, opaanvraag Â»,2, Z ,23.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KELHP,522 m Â²,2023-09-16,,2023-10-09
KEIFS,193900, Antwerpsesteenweg 233,1000 Brussel , Handelspand ( Bedrijfsvastgoed ), opaanvraag Â», Inaanvraag ,,2,4,65, opaanvraag Â»,2, Z ,10.0,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KEIFS, opaanvraag Â»,2023-09-29,,2023-10-09
KEIDT,2450000, Pantheonlaan ,1000 Brussel , Woning ( Huis ), opaanvraag Â»,593 k Wh / m Â²,1200,10,2,1114, opaanvraag Â»,2, Z ,23.0,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KEIDT, opaanvraag Â»,2023-09-16,,2023-10-09
KEH10,185000, Boulevard Du Neuvi Ã¨ me De Ligne - Negende Linielaan 37,1000 Brussel , Appartement ,2011,228 k Wh / m Â²,73,2,1,1114, opaanvraag Â»,2, Z ,239.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEH10, opaanvraag Â»,2023-02-12,,2023-10-09
KEH2A,399000, Quaidesusines 156/2.06,1000 Brussel , Appartement , opaanvraag Â»,210 k Wh / m Â²,126,3,1,1114, opaanvraag Â»,2, Z ,14.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KEH2A, opaanvraag Â»,2023-09-25,,2023-10-09
KEEN7,190000, Korte Boterstraat 1,1000 Brussel , Gemengdgebruik ( Huis ), opaanvraag Â», Inaanvraag ,, opaanvraag Â»,1,, gesloten ,2, Z ,152.0,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KEEN7, opaanvraag Â»,2023-05-10,,2023-10-09
KED6F,625000, Rue Pieremans 51,1000 Brussel , Woning ( Huis ), opaanvraag Â»,291 k Wh / m Â²,240,6,6,, gesloten ,2, Z ,22.0,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KED6F, opaanvraag Â»,2023-09-17,,2023-10-09
KED69,195000, Rue Saint - Jean 13,1000 Brussel , Handelszaak ( Bedrijfsvastgoed ), opaanvraag Â», Inaanvraag ,50,6,6,, opaanvraag Â»,2, Z ,9.0,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KED69, opaanvraag Â»,2023-09-30,,2023-10-09
KE7OO,209000, Nieuwland 51,1000 Brussel , Kot - Kamer ,2017, Inaanvraag ,38,6,1,, opaanvraag Â»,2, Z ,32.0,https://www.zimmo.be/nl/brussel-1000/te-koop/kot-kamer/KE7OO, opaanvraag Â»,2023-09-07,,2023-10-09
KE7DR,39500, De Wandstraat 225,1020 Laken , Garage ,2001, Inaanvraag ,38,6,1,, opaanvraag Â»,2, Z ,19.0,https://www.zimmo.be/nl/laken-1020/te-koop/garage/KE7DR, opaanvraag Â»,2023-09-20,,2023-10-09
KE5GX,312000, Parkdreef 25,1000 Brussel , Appartement ,2025, Inaanvraag ,80,2,1,, opaanvraag Â»,2, Z ,13.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5GX, opaanvraag Â»,2023-09-26,,2023-10-09
KE5GM,340000, Parkdreef 41,1000 Brussel , Appartement ,2025,45 k Wh / m Â²,80,1,1,, opaanvraag Â»,2, Z ,5.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5GM, opaanvraag Â»,2023-10-04,,2023-10-09
KE5GS,379000, Dr Ã¨ ve Du Parc - Parkdreef 45,1000 Brussel , Appartement ,2025, Inaanvraag ,93,2,1,, opaanvraag Â»,2, Z ,4.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5GS, opaanvraag Â»,2023-10-05,,2023-10-09
KE5GR,269000, Dr Ã¨ ve Du Parc - Parkdreef 45,1000 Brussel , Appartement ,2025, Inaanvraag ,66,1,1,, opaanvraag Â»,2, Z ,13.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5GR, opaanvraag Â»,2023-09-26,,2023-10-09
KE5H1,325000, Parkdreef 25,1000 Brussel , Appartement ,2022, Inaanvraag ,80,2,1,, opaanvraag Â»,2, Z ,19.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5H1, opaanvraag Â»,2023-09-20,,2023-10-09
KE5H8,354000, Parkdreef 25,1000 Brussel , Appartement ,2022, Inaanvraag ,100,2,1,, opaanvraag Â»,2, Z ,17.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5H8, opaanvraag Â»,2023-09-22,,2023-10-09
KE5GN,291000, Parkdreef 41,1000 Brussel , Appartement ,2025, Inaanvraag ,72,1,1,, opaanvraag Â»,2, Z ,8.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5GN, opaanvraag Â»,2023-10-01,,2023-10-09
KE5GP,457000, Dr Ã¨ ve Du Parc - Parkdreef 6/1,1000 Brussel , Appartement ,2025, Inaanvraag ,113,2,2,, opaanvraag Â»,2, Z ,9.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5GP, opaanvraag Â»,2023-09-30,,2023-10-09
KE38U,510000, Priemstraat 53,1000 Brussel , Appartement ,1995,109 k Wh / m Â²,,2,2,, opaanvraag Â»,2, Z ,26.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE38U, opaanvraag Â»,2023-09-13,,2023-10-09
KE392,699000, Straatnietgekend ,, Woning ( Huis ), opaanvraag Â»,565 k Wh / m Â²,360,8,3,, gesloten ,2, Z ,38.0,https://www.zimmo.be/nl/laken-1020/te-koop/huis/KE392, opaanvraag Â»,2023-09-01,,2023-10-09
KE2ZZ,580000, Koopliedenstraat 13,1000 Brussel , Appartement , opaanvraag Â»,151 k Wh / m Â²,138,3,1,, gesloten ,2, Z ,24.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE2ZZ, opaanvraag Â»,2023-09-15,,2023-10-09
KE1LZ,685000, Rue Notre - Damedu Sommeil 50,1000 Brussel , Loft ( Appartement ), opaanvraag Â», Inaanvraag ,860,8,1,, gesloten ,4, Z ,25.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE1LZ, opaanvraag Â»,2023-09-14,,2023-10-09
KDYYE,990000, Charles Quint 120,1000 Brussel , Herenwoning ( Huis ),1903,330 k Wh / m Â²,300,10,4,200, gesloten ,4, Z ,44.0,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KDYYE, opaanvraag Â»,2023-08-26,,2023-10-09
KDYZQ,17900, Gemenebeemdenstraat 65/ P 18,1120 Neder - over - Heembeek , Keldergarage ( Garage ),2015, Inaanvraag ,300,10,4,200, opaanvraag Â»,4, Z ,19.0,https://www.zimmo.be/nl/neder-over-heembeek-1120/te-koop/garage/KDYZQ, opaanvraag Â»,2023-09-20,,2023-10-09
KDXQN,750000, Zennestraat 30,1000 Brussel , Handelsgelijkvloers ( Bedrijfsvastgoed ),1930, Inaanvraag ,415,10,4,415, gesloten ,4, Z ,7.0,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KDXQN,1 m Â²,2023-10-02,,2023-10-09
KDXQM,600000, Fabrieksstraat 34-36,1000 Brussel , Handelsgelijkvloers ( Bedrijfsvastgoed ),1930, Inaanvraag ,370,10,4,, gesloten ,1, Z ,7.0,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KDXQM,1 m Â²,2023-10-02,,2023-10-09
KDXNH,650000, Boulevarddu Midi 25-27,1000 Brussel , Kantoor ( Bedrijfsvastgoed ),1970, Inaanvraag ,275,10,4,, gesloten ,1, Z ,6.0,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KDXNH, opaanvraag Â»,2023-10-03,,2023-10-09
KDX67,850000, Straatnietgekend ,, Appartement ,1970,392 k Wh / m Â²,172,3,1,, gesloten ,1, Z ,12.0,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KDX67, opaanvraag Â»,2023-09-27,,2023-10-09
KDWX0,60000, Avenue Franklin Roosevelt ,1000 Brussel , Handelszaak ( Bedrijfsvastgoed ), opaanvraag Â», Inaanvraag ,95,3,1,, opaanvraag Â»,1, Z ,28.0,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KDWX0, opaanvraag Â»,2023-09-11,,2023-10-09
KDWX4,, Straatnietgekend ,, Handelszaak ( Bedrijfsvastgoed ), opaanvraag Â», Inaanvraag ,1,3,1,, opaanvraag Â»,1, Z ,6.0,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KDWX4, opaanvraag Â»,2023-10-03,,2023-10-09
KDWX2,6070000, Straatnietgekend ,, Hotel ( Bedrijfsvastgoed ), opaanvraag Â», Inaanvraag ,1500,3,1,, opaanvraag Â»,1, Z ,9.0,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KDWX2, opaanvraag Â»,2023-09-30,,2023-10-09
