0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Prijs,€ 291.000,Adres,"Parkdreef 41, 1000 Brussel",Type,Project,Woonopp.,vanaf 72 m²,Grondopp.,op aanvraag »,Slaapkamers,op aanvraag »,Bouwjaar,2025,EPC,Bekijk info,https://www.zimmo.be/nl/brussel-1000/te-koop/nieuwbouwproject/1004DQV,Days: 41,,,,,,,,,,,,,,
Prijs,€ 308.000,Adres,"Drève Du Parc - Parkdreef 41, 1000 Brussel",Type,Project,Woonopp.,vanaf 80 m²,Grondopp.,op aanvraag »,Slaapkamers,op aanvraag »,Bouwjaar,2022,EPC,Bekijk info,https://www.zimmo.be/nl/brussel-1000/te-koop/nieuwbouwproject/1004DQW,Days: 24,,,,,,,,,,,,,,
Prijs,€ 374.000,Adres,"Parkdreef 25, 1000 Brussel",Type,Appartement,Woonopp.,97 m²,Slaapkamers,2,Badkamers,2,Bouwjaar,2025,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIG2O,Days: 24,,,,,,,,,,,,
Prijs,€ 399.000,Adres,"Quai des usines 156 / 4.04, 1000 Brussel",Type,Appartement,Woonopp.,125 m²,Slaapkamers,3,Badkamers,1,Bouwjaar,op aanvraag »,EPC,210 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIG0X,Days: 38,,,,,,,,,,,,,
Prijs,€ 399.000,Adres,"Quai des usines 156 / 4.02, 1000 Brussel",Type,Appartement,Woonopp.,128 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,op aanvraag »,EPC,210 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIG0Y,Days: 26,,,,,,,,,,,,,
Prijs,€ 545.000,Adres,"Camuselstraat 4, 1000 Brussel",Type,Woning (Huis),Woonopp.,250 m²,Grondopp.,op aanvraag »,Slaapkamers,8,Badkamers,5,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,172 kWh/m²,Energieklasse,Vrij op,overeen te komen,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KIFSU,Days: 121,,,,,,,
Prijs,€ 407.000,Adres,"Drève Du Parc - Parkdreef 45, 1000 Brussel",Type,Project,Woonopp.,vanaf 104 m²,Grondopp.,op aanvraag »,Slaapkamers,op aanvraag »,Bouwjaar,2025,EPC,Bekijk info,https://www.zimmo.be/nl/brussel-1000/te-koop/nieuwbouwproject/1004DQT,Days: 12,,,,,,,,,,,,,,
Prijs,€ 399.000,Adres,"Quai des usines 156, 1000 Brussel",Type,Project,Woonopp.,vanaf 125 m²,Grondopp.,op aanvraag »,Slaapkamers,op aanvraag »,Bouwjaar,op aanvraag »,EPC,Bekijk info,https://www.zimmo.be/nl/brussel-1000/te-koop/nieuwbouwproject/1004DQY,Days: 24,,,,,,,,,,,,,,
Prijs,€ 165.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Commercieel Gebouw (Bedrijfsvastgoed),Woonopp.,250 m²,Grondopp.,250 m²,Handelsopp.,op aanvraag »,Bebouwing,gesloten,Bouwjaar,1950,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,03/10/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KIFO4,Days: 46,,,,,,,
Prijs,€ 345.000,Adres,"Kuregemsestraat, 1000 Brussel",Type,Woning (Huis),Woonopp.,op aanvraag »,Grondopp.,op aanvraag »,Slaapkamers,4,Badkamers,4,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,overeen te komen,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KIFLP,Days: 130,,,,,,
Prijs,€ 535.000,Adres,"Vaartstraat 32 / 5, 1000 Brussel",Type,Appartement,Woonopp.,149 m²,Slaapkamers,4,Badkamers,2,Bouwjaar,op aanvraag »,EPC,243 kWh/m²,Energieklasse,KI,€ 1.457,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIFB9,Days: 51,,,,,,,,,,,
Prijs,€ 159.000,Adres,"Helihavenlaan 48 / O5, 1000 Brussel",Type,Flat (Appartement),Woonopp.,38 m²,Slaapkamers,1,Badkamers,1,Garages,1,Bouwjaar,2009,EPC,267 kWh/m²,Energieklasse,KI,€ 733,Vrij op,overeen te komen,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIF7P,Days: 97,,,,,,,
Prijs,€ 159.000,Adres,"Helihavenlaan 48 / Q5, 1000 Brussel",Type,Flat (Appartement),Woonopp.,38 m²,Slaapkamers,1,Badkamers,1,Garages,1,Bouwjaar,2009,EPC,273 kWh/m²,Energieklasse,KI,€ 733,Vrij op,overeen te komen,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIF7C,Days: 68,,,,,,,
Prijs,€ 890.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Penthouse (Appartement),Woonopp.,177 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bouwjaar,1950,EPC,824 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIF6L,Days: 53,,,,,,,,,,
Prijs,€ 265.000,Adres,"Schipperijkaai 5 / 250, 1000 Brussel",Type,Appartement,Woonopp.,80 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1973,EPC,144 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIEUX,Days: 123,,,,,,,,,,,
Prijs,€ 6.400.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Woning (Huis),Woonopp.,1.350 m²,Grondopp.,560 m²,Slaapkamers,27,Badkamers,27,Bebouwing,open,Bouwjaar,1986,EPC,342 kWh/m²,Energieklasse,Vrij op,01/11/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KIETF,Days: 55,,,,,,
Prijs,€ 450.000,Adres,"Middelweg 109-111, 1130 Haren",Type,Project,Woonopp.,vanaf 156 m²,Grondopp.,op aanvraag »,Slaapkamers,op aanvraag »,Bouwjaar,2020,EPC,Bekijk info,https://www.zimmo.be/nl/haren-1130/te-koop/nieuwbouwproject/1004COQ,Days: 104,,,,,,,,,,,,,,
Prijs,€ 460.000,Adres,"Chaussée d'Anvers 315-317, 1000 Brussel",Type,Project,Woonopp.,vanaf 147 m²,Grondopp.,vanaf 46 m²,Slaapkamers,op aanvraag »,Bouwjaar,2019,EPC,Bekijk info,https://www.zimmo.be/nl/brussel-1000/te-koop/nieuwbouwproject/1004COM,Days: 94,,,,,,,,,,,,,,
Prijs,€ 830.000,Adres,"Legrandlaan 11, 1000 Brussel",Type,Woning (Huis),Woonopp.,220 m²,Grondopp.,op aanvraag »,Slaapkamers,3,Badkamers,3,Bebouwing,gesloten,Bouwjaar,1920,EPC,297 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KIEJJ,Days: 77,,,,,,,
Prijs,€ 890.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Penthouse (Appartement),Woonopp.,177 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bouwjaar,1950,EPC,824 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIEI8,Days: 42,,,,,,,,
Prijs,€ 1.495.000,Adres,"Hooikaai 59-65, 1000 Brussel",Type,Penthouse (Appartement),Woonopp.,192 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,2025,EPC,90 kWh/m²,Energieklasse,Vrij op,31/03/2025,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIE4O,Days: 34,,,,,,,,,
Prijs,€ 370.000,Adres,"Tweedekkerstraat 27, 1130 Haren",Type,Woning (Huis),Woonopp.,150 m²,Grondopp.,155 m²,Slaapkamers,4,Badkamers,1,Tuin,NO,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,520 kWh/m²,Energieklasse,KI,€ 1.100,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/haren-1130/te-koop/huis/KIECD,Days: 256,,,
Prijs,€ 600.000,Adres,"Hooikaai 59-65, 1000 Brussel",Type,Appartement,Woonopp.,117 m²,Slaapkamers,3,Badkamers,1,Bouwjaar,2025,EPC,45 kWh/m²,Energieklasse,Vrij op,31/03/2025,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIE4V,Days: 40,,,,,,,,,,,
Prijs,€ 275.000,Adres,"Hooikaai 59-65, 1000 Brussel",Type,Studio met slaaphoek (Appartement),Woonopp.,47 m²,Slaapkamers,op aanvraag »,Badkamers,1,Bouwjaar,2025,EPC,46 kWh/m²,Energieklasse,Vrij op,31/03/2025,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIE4L,Days: 74,,,,,,,,,,,
Prijs,€ 265.000,Adres,"Quai au Foin 59-65, 1000 Brussel",Type,Project,Woonopp.,vanaf 47 m²,Grondopp.,op aanvraag »,Slaapkamers,op aanvraag »,Bouwjaar,2025,EPC,Bekijk info,https://www.zimmo.be/nl/brussel-1000/te-koop/nieuwbouwproject/1004DPW,Days: 85,,,,,,,,,,,,,,
Prijs,€ 400.000,Adres,"Hooikaai 59-65, 1000 Brussel",Type,Appartement,Woonopp.,87 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2025,EPC,45 kWh/m²,Energieklasse,Vrij op,31/03/2025,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIE4R,Days: 28,,,,,,,,,,,
Prijs,€ 420.000,Adres,"Hooikaai 59-65, 1000 Brussel",Type,Appartement,Woonopp.,69 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2025,EPC,46 kWh/m²,Energieklasse,Vrij op,31/03/2025,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIE4J,Days: 21,,,,,,,,,,,
Prijs,€ 30.000,Adres,"Helihavenlaan, 1000 Brussel",Type,Kelder garage (Garage),Bebouwing,op aanvraag »,Bouwjaar,2015,EPC,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KIDZO,Days: 16,,,,,,,,,,,,,,,,,,
Prijs,€ 185.000,Adres,"Allée Verte - Groendreef 14 / J2, 1000 Brussel",Type,Appartement,Woonopp.,42 m²,Slaapkamers,op aanvraag »,Bouwjaar,2009,EPC,293 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIDS7,Days: 120,,,,,,,,,,,,,,,
Prijs,€ 499.000,Adres,"Quai Des Péniches - Akenkaai 69 / 23D, 1000 Brussel",Type,Appartement,Woonopp.,96 m²,Slaapkamers,2,Badkamers,2,Bouwjaar,2011,EPC,76 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIDOI,Days: 73,,,,,,,,,,,,,
Prijs,€ 240.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,80 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1980,EPC,287 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KID7H,Days: 156,,,,,,,,,,,,
Prijs,€ 1.450.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Penthouse (Appartement),Woonopp.,290 m²,Slaapkamers,3,Badkamers,3,Garages,3,Bouwjaar,2016,EPC,99 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIDHD,Days: 95,,,,,,,,
Prijs,€ 1.475.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Woning (Huis),Woonopp.,320 m²,Grondopp.,op aanvraag »,Slaapkamers,6,Badkamers,4,Bebouwing,gesloten,Bouwjaar,1859,EPC,110 kWh/m²,Energieklasse,Vrij op,01/11/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KICZK,Days: 55,,,,,,
Prijs,€ 233.000,Adres,"Rue Emile Claus 47 / 20, 1050 Elsene",Type,Appartement,Woonopp.,45 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1975,EPC,In aanvraag,Energieklasse,Vrij op,29/09/2023,https://www.zimmo.be/nl/elsene-1050/te-koop/appartement/KICSI,Days: 216,,,,,,,,,,,
Prijs,€ 310.000,Adres,"Straat niet gekend,",1050 Brussel,Type,Duplex (Appartement),Woonopp.,63 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1958,EPC,221 kWh/m²,Energieklasse,Vrij op,01/10/2023,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1050/te-koop/appartement/KIBR4,Days: 78,,,,,,,,
Prijs,€ 569.000,Adres,"Straat niet gekend,",1020 Laken,Type,Woning (Huis),Woonopp.,290 m²,Grondopp.,op aanvraag »,Slaapkamers,7,Badkamers,2,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,511 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/laken-1020/te-koop/huis/KIBXQ,Days: 96,,,,,,
Prijs,€ 295.000,Adres,"Boulevard du Jardin Botanique 6, 1000 Brussel",Type,Appartement,Woonopp.,75 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,195 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIBRL,Days: 154,,,,,,,,,,,
Prijs,€ 365.000,Adres,"Henri Mausstraat 37, 1000 Brussel",Type,Appartement,Woonopp.,98 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,137 kWh/m²,Energieklasse,KI,€ 1.372,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIC04,Days: 163,,,,,,,,,
Prijs,€ 309.000,Adres,"Avenue Du Port - Havenlaan 86, 1000 Brussel",Type,Project,Woonopp.,vanaf 69 m²,Grondopp.,op aanvraag »,Slaapkamers,op aanvraag »,Bouwjaar,2022,EPC,Bekijk info,https://www.zimmo.be/nl/brussel-1000/te-koop/nieuwbouwproject/1004BNR,Days: 301,,,,,,,,,,,,,,
Prijs,€ 450.000,Adres,"Straat niet gekend,",1170 Watermaal-Bosvoorde,Type,Appartement,Woonopp.,150 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,1963,EPC,267 kWh/m²,Energieklasse,KI,€ 3.304,https://www.zimmo.be/nl/watermaal-bosvoorde-1170/te-koop/appartement/KIBMJ,Days: 103,,,,,,,,,,
Prijs,€ 450.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,150 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,1963,EPC,267 kWh/m²,Energieklasse,KI,€ 3.304,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIBMK,Days: 37,,,,,,,,,,
Prijs,€ 2.450.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,339 m²,Slaapkamers,3,Badkamers,3,Bouwjaar,op aanvraag »,EPC,184 kWh/m²,Energieklasse,KI,€ 9.830,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIBLG,Days: 51,,,,,,,,,,
Prijs,€ 235.000,Adres,"Helihavenlaan 48 / R5, 1000 Brussel",Type,Appartement,Woonopp.,55 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2009,EPC,260 kWh/m²,Energieklasse,KI,€ 888,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIBP1,Days: 60,,,,,,,,,,,
Prijs,€ 139.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,25 m²,Slaapkamers,1,Bouwjaar,op aanvraag »,EPC,335 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIBKT,Days: 104,,,,,,,,,,,,,,
Prijs,€ 1.250.000,Adres,"Rue Pierre Gassée - Pierre Gasséestraat 7-9, 1000 Brussel",Type,Appartement,Woonopp.,366 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,1949,EPC,97 kWh/m²,Energieklasse,KI,€ 2.547,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIBJX,Days: 57,,,,,,,,,,,
Prijs,€ 240.500,Adres,"Opperstraat 7-17 / 0.2, 1000 Brussel",Type,Kantoor (Bedrijfsvastgoed),Woonopp.,82 m²,Grondopp.,op aanvraag »,Handelsopp.,op aanvraag »,Garages,1,Bebouwing,op aanvraag »,Bouwjaar,2019,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KIB6D,Days: 38,,,,,,
Prijs,€ 397.000,Adres,"Steenstraat 27, 1000 Brussel",Type,Appartement,Woonopp.,105 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,132 kWh/m²,Energieklasse,KI,€ 1.011,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIBJN,Days: 125,,,,,,,,,,,
Prijs,€ 1.450.000,Adres,"Steenstraat 26, 1000 Brussel",Type,Gemengd gebruik (Huis),Woonopp.,308 m²,Grondopp.,op aanvraag »,Slaapkamers,op aanvraag »,Bebouwing,gesloten,Bouwjaar,1875,EPC,399 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KIBHV,Days: 58,,,,,,,,,,,
Prijs,€ 395.000,Adres,"Opperstraat 7-17, 1000 Brussel",Type,Kantoor (Bedrijfsvastgoed),Woonopp.,144 m²,Grondopp.,op aanvraag »,Handelsopp.,op aanvraag »,Garages,1,Bebouwing,op aanvraag »,Bouwjaar,2019,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KIB6Q,Days: 20,,,,,,
Prijs,€ 765.000,Adres,"Emile De Motlaan / A11, 1000 Brussel",Type,Appartement,Woonopp.,"119,50 m²",Slaapkamers,2,Badkamers,2,Bouwjaar,2023,EPC,30 kWh/m²,Energieklasse,Vrij op,01/08/2025,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIB6R,Days: 33,,,,,,,,,,,
Prijs,€ 385.000,Adres,"Straat niet gekend,",1020 Laken,Type,Woning (Huis),Woonopp.,200 m²,Grondopp.,190 m²,Slaapkamers,3,Badkamers,2,Bebouwing,gesloten,Bouwjaar,1900,EPC,366 kWh/m²,Energieklasse,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/laken-1020/te-koop/huis/KIAME,Days: 260,,,,,,
Prijs,€ 215.000,Adres,"Land van Luikstraatje 11, 1000 Brussel",Type,Kantoor (Bedrijfsvastgoed),Woonopp.,47 m²,Grondopp.,47 m²,Handelsopp.,op aanvraag »,Bebouwing,gesloten,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,30/12/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KIAU1,Days: 41,,,,,,,,
Prijs,€ 630.000,Adres,"De Meeûssquare 22, 1050 Elsene",Type,Appartement,Woonopp.,160 m²,Slaapkamers,3,Badkamers,1,Garages,1,Bouwjaar,op aanvraag »,EPC,182 kWh/m²,Energieklasse,Vrij op,onmiddellijk,https://www.zimmo.be/nl/elsene-1050/te-koop/appartement/KIAP9,Days: 101,,,,,,,,,
Prijs,€ 265.000,Adres,"Quai du Hainaut 15, 1000 Brussel",Type,Studio met slaaphoek (Appartement),Woonopp.,59 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2023,EPC,20 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIAD6,Days: 90,,,,,,,,,,,,,
Prijs,€ 120.000,Adres,"Avenue de Corthenbergh 134, 1000 Brussel",Type,Staanplaats (Garage),Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KIA98,Days: 50,,,,,,,,,,,,,,,,,,
Prijs,€ 196.500,Adres,"Opperstraat 7-17, 1000 Brussel",Type,Kantoor (Bedrijfsvastgoed),Woonopp.,67 m²,Grondopp.,op aanvraag »,Handelsopp.,op aanvraag »,Garages,1,Bebouwing,op aanvraag »,Bouwjaar,2019,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KIA3M,Days: 39,,,,,,
Prijs,€ 450.000,Adres,"Straat niet gekend,",1050 Elsene,Type,Appartement,Woonopp.,96 m²,Slaapkamers,2,Bouwjaar,1974,EPC,206 kWh/m²,Energieklasse,KI,€ 1.875,Vrij op,overeen te komen,https://www.zimmo.be/nl/elsene-1050/te-koop/appartement/KIA8Z,Days: 80,,,,,,,,,,
Prijs,€ 295.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,70 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2009,EPC,561 kWh/m²,Energieklasse,KI,€ 470,Vrij op,30/12/2023,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KIA36,Days: 165,,,,,,
Prijs,€ 1.200.000,Adres,"Straat niet gekend,",1050 Brussel,Type,Woning (Huis),Woonopp.,325 m²,Grondopp.,453 m²,Slaapkamers,6,Badkamers,2,Garages,1,Bebouwing,gesloten,Bouwjaar,1936,EPC,446 kWh/m²,Energieklasse,KI,€ 4.491,Vrij op,01/09/2023,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1050/te-koop/huis/KIA30,Days: 79
Prijs,€ 399.500,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,86 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,177 kWh/m²,Energieklasse,Vrij op,01/11/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KI9QX,Days: 93,,,,,,,,,,
Prijs,€ 440.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,92 m²,Slaapkamers,2,Badkamers,2,Bouwjaar,op aanvraag »,EPC,114 kWh/m²,Energieklasse,Vrij op,01/11/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KI9QV,Days: 32,,,,,,,,,,
Prijs,€ 299.500,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,58 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,op aanvraag »,EPC,155 kWh/m²,Energieklasse,Vrij op,01/11/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KI9QU,Days: 62,,,,,,,,,,
Prijs,€ 365.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,84 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,op aanvraag »,EPC,110 kWh/m²,Energieklasse,Vrij op,01/11/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KI9QY,Days: 43,,,,,,,,,,
Prijs,€ 275.000,Adres,"Pagodenlaan 390 / 8, 1020 Laken",Type,Appartement,Woonopp.,85 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1970,EPC,265 kWh/m²,Energieklasse,Vrij op,01/10/2023,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KI9K3,Days: 87,,,,,,,,,,,
Prijs,€ 465.000,Adres,"Hooikaai 43, 1000 Brussel",Type,Appartement,Woonopp.,98 m²,Slaapkamers,2,Badkamers,2,Garages,80,Bouwjaar,2012,EPC,104 kWh/m²,Energieklasse,KI,€ 1.334,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KI9HP,Days: 30,,,,,,,,,
Prijs,€ 180.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,30 m²,Slaapkamers,1,Bouwjaar,op aanvraag »,EPC,292 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KI9BQ,Days: 93,,,,,,,,,,,,,,
Prijs,€ 820.000,Adres,"Boulevard d'Anvers 19, 1000 Brussel",Type,Gemengd gebruik (Huis),Woonopp.,160 m²,Grondopp.,op aanvraag »,Slaapkamers,op aanvraag »,Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,770 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KI954,Days: 66,,,,,,,,,,,
Prijs,€ 395.000,Adres,"Avenue Emile De Mot 19, 1050 Elsene",Type,Project,Woonopp.,vanaf 49 m²,Grondopp.,op aanvraag »,Slaapkamers,op aanvraag »,Bouwjaar,2023,EPC,Bekijk info,https://www.zimmo.be/nl/elsene-1050/te-koop/nieuwbouwproject/1004DAL,Days: 137,,,,,,,,,,,,,,
Prijs,€ 318.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,90 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,257 kWh/m²,Energieklasse,KI,€ 1.003,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KI946,Days: 130,,,,,,,,,,
Prijs,€ 24.500,Adres,"Straat niet gekend,",1000 Brussel,Type,Staanplaats (Garage),Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KI93P,Days: 40,,,,,,,,,,,,,,,,,
Prijs,€ 315.000,Adres,"Steenbakkerijstraat 44-46, 1020 Laken",Type,Appartement,Woonopp.,99 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2023,EPC,75 kWh/m²,Energieklasse,KI,€ 1.600,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KI92K,Days: 67,,,,,,,,,,,
Prijs,€ 521.000,Adres,"Beemdgrachtstraat 9, 1130 Haren",Type,Project,Woonopp.,vanaf 149 m²,Grondopp.,op aanvraag »,Slaapkamers,op aanvraag »,Bouwjaar,2023,EPC,Bekijk info,https://www.zimmo.be/nl/haren-1130/te-koop/nieuwbouwproject/1004DNB,Days: 75,,,,,,,,,,,,,,
Prijs,€ 315.000,Adres,"Rue de la Briqueterie 44-46, 1020 Laken",Type,Project,Woonopp.,vanaf 99 m²,Grondopp.,op aanvraag »,Slaapkamers,op aanvraag »,Bouwjaar,2023,EPC,Bekijk info,KI vanaf,€ 1.750,https://www.zimmo.be/nl/laken-1020/te-koop/nieuwbouwproject/1004DNK,Days: 80,,,,,,,,,,,,
Prijs,€ 167.500,Adres,"Rue Terre-Neuve 129-131, 1000 Brussel",Type,Appartement,Woonopp.,72 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1930,EPC,242 kWh/m²,Energieklasse,Vrij op,31/10/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KC78Y,Days: 194,,,,,,,,,,,
Prijs,€ 850.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Penthouse (Appartement),Woonopp.,210 m²,Slaapkamers,3,Badkamers,1,Garages,1,Bouwjaar,1900,EPC,189 kWh/m²,Energieklasse,KI,€ 2.260,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KI8LD,Days: 79,,,,,,,,
Prijs,€ 479.000,Adres,"Diksmuidelaan 2A / 707, 1000 Brussel",Type,Penthouse (Appartement),Woonopp.,126 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,2011,EPC,240 kWh/m²,Energieklasse,KI,€ 1.677,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KI8IY,Days: 88,,,,,,,,,,,
